,Unnamed: 0,X,Y,B,G,R,Gx,Gy
19407,119462,9,98,36,87,104,0.0,0.0
19716,229609,25,53,76,78,189,0.0,0.0
21961,582283,98,35,254,178,0,0.0,0.0
16381,321683,59,2,229,136,0,0.0,0.0
19331,29607,99,91,30,199,0,0.0,0.0
37396,7286,36,33,133,91,0,0.01842431943322176,-0.0927510698353074
19102,218674,14,90,45,85,127,0.0,0.0
18190,495122,15,22,98,80,186,0.0,0.0
26496,392728,78,48,188,131,0,0.0,0.0
35161,5051,15,44,88,65,181,0.09164721253127672,0.0
16758,430268,59,0,229,134,0,0.0,0.0
628,238569,16,41,87,65,223,0.0,0.0
37258,7148,74,26,216,143,0,0.05474926718086332,-0.07313727383716523
12628,124446,59,82,49,152,0,0.0,0.0
30252,142,66,64,89,74,92,0.03451121964800863,0.06920142621660752
1152,30977,13,61,67,74,217,0.0,0.0
20086,596486,42,94,34,148,0,0.0,0.0
34627,4517,69,33,108,91,69,0.015067403328270003,0.03014605954138166
10665,269382,28,38,100,91,160,0.0,0.0
17126,507741,42,69,72,112,94,0.0,0.0
19307,240614,36,86,56,105,75,0.0,0.0
35414,5304,48,41,48,85,124,-0.0927510698353074,0.01842431943322176
6291,354210,88,18,253,199,0,0.0,0.0
16811,221544,44,76,63,114,79,0.0,0.0
21758,321292,54,71,74,134,32,0.0,0.0
21978,103352,47,15,178,114,44,0.0,0.0
24041,307612,15,80,50,90,158,0.0,0.0
13173,427831,33,80,53,112,89,0.0,0.0
12179,428002,35,76,52,115,85,0.0,0.0
20274,505745,22,73,64,92,154,0.0,0.0
28250,333894,82,46,205,143,0,0.0,0.0
31876,1766,66,77,83,116,2,-0.015699044804238282,-0.04715256350368319
34378,4268,64,42,55,92,69,-0.13826517935484947,0.04511221032887475
28616,140812,26,4,112,79,99,0.0,0.0
649,581803,93,55,181,145,0,0.0,0.0
24973,246400,96,0,252,201,0,0.0,0.0
2518,486292,25,64,41,74,175,0.0,0.0
16549,25683,59,97,35,178,0,0.0,0.0
31886,1776,67,77,83,117,1,-0.016733781794646463,-0.06712694158311132
34029,3919,47,50,71,91,113,-0.04715256350368319,-0.015699044804238282
25753,423815,93,19,252,198,0,0.0,0.0
31240,1130,65,65,53,117,1,-0.10335206051617353,-0.06157568056677825
22599,467294,33,10,132,91,86,0.0,0.0
18534,234599,75,88,36,183,0,0.0,0.0
32563,2453,24,30,104,74,147,0.10335206051617353,0.06157568056677825
5144,478608,47,52,107,106,103,0.0,0.0
9000,343156,75,53,165,133,0,0.0,0.0
26638,400470,57,18,216,128,0,0.0,0.0
2385,479090,52,34,124,98,94,0.0,0.0
23886,422810,83,14,253,194,0,0.0,0.0
36149,6039,49,33,86,69,137,0.05077710678338576,0.05077710678338576
32578,2468,25,33,93,76,150,0.03088667636830605,0.03088667636830605
11626,451897,77,85,43,185,0,0.0,0.0
16834,339107,34,59,79,94,146,0.0,0.0
10608,102409,36,89,43,122,32,0.0,0.0
23394,236419,94,91,37,199,0,0.0,0.0
8829,538668,57,8,226,135,0,0.0,0.0
35350,5240,30,55,77,83,10,-0.01842431943322176,-0.0927510698353074
23744,415059,4,35,76,67,182,0.0,0.0
18352,71320,22,16,104,79,144,0.0,0.0
3714,489641,60,41,170,120,24,0.0,0.0
36984,6874,53,17,140,97,35,-0.015067403328270003,-0.03014605954138166
19855,57792,85,60,143,139,0,0.0,0.0
29119,498597,50,18,187,119,30,0.0,0.0
20203,245639,88,39,240,151,0,0.0,0.0
3560,426295,17,99,30,101,67,0.0,0.0
5139,236654,97,26,254,191,0,0.0,0.0
23367,377329,21,93,34,101,84,0.0,0.0
8339,167442,96,18,252,201,0,0.0,0.0
17851,479389,55,38,131,104,78,0.0,0.0
8961,386598,16,73,60,87,178,0.0,0.0
4181,562102,93,98,1,209,0,0.0,0.0
37471,7361,27,25,81,78,136,-0.029910794252010205,0.0
7924,339262,36,14,143,97,78,0.0,0.0
3150,46156,67,96,21,197,0,0.0,0.0
2893,584930,24,82,55,101,114,0.0,0.0
34015,3905,46,49,79,88,127,-0.029910794252010205,0.0
34869,4759,49,26,93,74,123,0.05077710678338576,0.05077710678338576
15576,594038,17,18,96,75,170,0.0,0.0
243,399166,44,14,171,109,36,0.0,0.0
30215,105,74,70,71,131,0,-0.07313727383716523,-0.05474926718086332
6885,481125,73,97,7,208,0,0.0,0.0
10263,102752,40,37,124,99,122,0.0,0.0
22866,77654,86,66,121,147,0,0.0,0.0
11617,479904,61,6,247,149,0,0.0,0.0
4222,377979,28,55,43,74,184,-0.0,0.0
1219,253724,70,40,205,132,0,0.0,0.0
8690,586241,37,93,43,123,4,0.0,0.0
7306,67456,83,52,151,136,0,0.0,0.0
10917,412525,79,1,255,190,0,0.0,0.0
22902,102532,38,12,142,96,76,0.0,0.0
22427,258542,18,70,63,89,179,0.0,0.0
1859,116172,77,8,253,187,0,0.0,0.0
34759,4649,56,47,72,92,104,-0.048418578457614166,0.032252644421814865
13577,162241,42,89,44,133,0,0.0,0.0
16817,368733,34,69,65,102,116,0.0,0.0
27457,431966,75,98,1,211,0,0.0,0.0
3989,311069,50,37,156,107,73,0.0,0.0
5941,181775,40,79,60,121,74,0.0,0.0
8592,497410,38,10,145,97,69,0.0,0.0
21218,197957,5,17,85,67,180,0.0,0.0
28591,70846,17,42,88,81,224,0.0,0.0
29874,19725,99,81,71,177,0,0.0,0.0
37840,7730,28,87,57,102,67,0.014723162687942437,0.014723162687942437
6148,74807,57,3,223,131,0,0.0,0.0
27811,362984,77,20,254,178,0,0.0,0.0
12832,118249,97,85,48,193,0,0.0,0.0
14314,33222,36,6,139,89,60,0.0,0.0
33183,3073,52,31,67,51,131,0.0214106195359553,0.1308992675592447
5416,281351,49,93,38,155,0,0.0,0.0
32622,2512,28,39,79,85,103,-0.06712694158311132,-0.016733781794646463
3294,454380,2,68,53,72,139,0.0,0.0
16631,382992,79,84,49,181,0,0.0,0.0
8492,349601,40,81,50,122,59,0.0,0.0
7495,143509,54,29,183,116,41,0.0,0.0
7022,279813,33,97,35,124,6,0.0,0.0
31092,982,84,13,253,191,0,0.048418578457614166,-0.032252644421814865
7103,518527,53,11,208,124,0,0.0,0.0
3496,430517,61,49,141,118,45,0.0,0.0
2449,432209,78,41,214,140,0,0.0,0.0
14233,27581,79,65,119,137,0,0.0,0.0
13325,239957,30,29,120,86,137,0.0,0.0
31755,1645,83,62,131,106,0,0.03451121964800863,-0.06920142621660752
21540,216626,94,42,231,152,0,0.0,0.0
17708,445785,15,45,83,76,219,0.0,0.0
14436,213035,58,51,136,114,63,0.0,0.0
26443,103312,46,62,99,85,117,0.0,0.0
17074,203837,65,25,232,141,0,0.0,0.0
24970,110249,16,57,76,80,218,0.0,0.0
18842,513568,2,24,81,70,157,0.0,0.0
5514,124867,64,3,250,154,0,0.0,0.0
1406,286094,98,6,251,205,0,0.0,0.0
35271,5161,23,57,64,81,160,-0.048418578457614166,0.032252644421814865
3637,187804,2,36,76,70,169,0.0,0.0
34876,4766,49,33,53,75,130,-0.07313727383716523,0.05474926718086332
37837,7727,28,84,71,90,91,0.06712694158311132,0.016733781794646463
4759,185538,79,70,96,153,0,0.0,0.0
10020,58508,92,76,80,161,0,0.0,0.0
20163,556031,32,82,54,108,87,0.0,0.0
31642,1532,54,84,71,102,2,0.0214106195359553,-0.1308992675592447
11635,235880,89,52,196,141,0,0.0,0.0
11546,600743,85,51,186,138,0,0.0,0.0
24619,67947,88,43,237,156,0,0.0,0.0
9523,555127,22,95,35,104,67,0.0,0.0
5317,201464,41,52,95,98,128,0.0,0.0
7080,480345,66,5,254,165,0,0.0,0.0
37292,7182,27,32,90,73,158,0.03451121964800863,0.06920142621660752
2536,272689,62,73,76,145,0,0.0,0.0
11306,370111,48,68,76,121,73,0.0,0.0
32490,2380,49,17,101,89,89,0.0,-0.014613556019536122
4716,552219,93,87,38,200,0,0.0,0.0
34647,4537,70,40,52,98,50,-0.1308992675592447,0.0214106195359553
6872,70879,17,75,58,89,171,0.0,0.0
11348,417337,27,13,115,86,111,0.0,0.0
5472,255344,86,72,95,159,0,0.0,0.0
11754,188605,10,37,68,57,222,0.0,0.0
23893,370973,58,37,123,105,9,0.0,0.0
11791,173220,55,19,231,135,0,0.0,0.0
7917,501351,78,79,67,179,0,0.0,0.0
11770,162159,42,7,166,103,39,0.0,0.0
18364,449356,52,44,140,110,86,0.0,0.0
18872,344417,88,97,1,211,0,0.0,0.0
27348,384916,99,8,252,206,0,0.0,0.0
31833,1723,63,71,102,80,71,0.09164721253127672,0.0
26643,307936,19,4,95,71,125,0.0,0.0
30773,663,53,59,88,64,131,0.05077710678338576,0.05077710678338576
13953,416076,14,52,74,78,221,0.0,0.0
27630,470111,62,55,126,122,31,0.0,0.0
19591,415796,11,72,53,80,185,0.0,0.0
24670,530781,76,93,13,204,0,0.0,0.0
12958,1304,13,4,85,63,141,0.0,0.0
27851,507042,35,70,65,103,113,0.0,0.0
36548,6438,51,53,90,96,100,0.0,0.029910794252010205
20772,132726,43,90,45,133,0,0.0,0.0
14929,95582,68,62,115,123,0,0.0,0.0
6455,517618,43,19,165,108,58,0.0,0.0
1923,28968,93,52,200,142,0,0.0,0.0
30697,587,44,76,84,86,104,0.014723162687942437,-0.014723162687942437
34684,4574,73,39,63,93,6,-0.09632405027258556,-0.03826297667586875
16414,558773,60,69,84,133,9,0.0,0.0
37361,7251,33,28,137,81,14,0.13826517935484947,-0.04511221032887475
8014,450791,66,79,63,153,0,0.0,0.0
4614,182834,52,54,112,112,86,0.0,0.0
37344,7234,31,37,82,85,102,-0.0467521999912377,0.0
15454,443922,96,82,65,184,0,0.0,0.0
11072,391566,66,86,45,170,0,0.0,0.0
6355,510945,75,69,99,144,0,0.0,0.0
8543,243225,64,20,255,162,0,0.0,0.0
14741,494021,4,21,83,69,177,0.0,0.0
21862,591561,92,41,236,156,0,0.0,0.0
32864,2754,27,14,98,77,99,-0.0467521999912377,0.0
13692,163588,56,48,143,95,89,0.0,0.0
17687,432506,81,38,229,150,0,0.0,0.0
20073,236794,98,66,139,144,0,0.0,0.0
4121,365334,0,70,52,73,125,0.0,0.0
35518,5408,47,36,130,87,93,0.13826517935484947,0.04511221032887475
23000,579598,71,50,156,125,0,0.0,0.0
7075,315892,99,88,45,195,0,0.0,0.0
2033,24820,50,76,62,127,45,0.0,0.0
28701,296520,3,60,57,66,176,0.0,0.0
16266,471232,73,76,76,155,0,0.0,0.0
9159,346058,5,38,74,71,203,0.0,0.0
685,501828,83,56,160,143,0,0.0,0.0
4375,369666,44,2,171,99,5,0.0,0.0
16639,63680,44,48,109,100,121,0.0,0.0
13028,418407,37,83,51,119,64,0.0,0.0
20556,113715,52,30,175,115,53,0.0,0.0
15491,323604,78,28,250,165,0,0.0,0.0
25387,16587,67,36,208,129,0,0.0,0.0
21208,530563,74,75,78,157,0,0.0,0.0
7136,322372,65,96,22,192,0,0.0,0.0
32475,2365,48,14,114,88,97,0.0467521999912377,0.0
6248,317119,12,15,90,72,182,0.0,0.0
26064,576251,38,3,145,92,39,0.0,0.0
13995,162174,42,22,157,106,85,0.0,0.0
7850,106779,81,87,37,197,0,0.0,0.0
2375,367515,22,51,78,82,196,0.0,0.0
33222,3112,56,34,75,74,109,-0.03088667636830605,0.03088667636830605
3517,545378,24,18,113,86,135,0.0,0.0
15451,515655,23,11,107,80,123,0.0,0.0
32893,2783,29,17,89,78,85,-0.13826517935484947,-0.04511221032887475
11229,449863,57,51,127,111,72,0.0,0.0
35205,5095,18,51,74,83,121,-0.032252644421814865,-0.048418578457614166
2361,588907,65,87,44,171,0,0.0,0.0
3480,56856,76,24,253,168,0,0.0,0.0
6758,230486,34,30,124,91,124,0.0,0.0
34059,3949,50,45,124,88,28,0.03451121964800863,-0.06920142621660752
25435,40958,14,70,59,80,197,0.0,0.0
1336,412679,80,55,164,136,0,0.0,0.0
23720,117579,91,15,253,202,0,0.0,0.0
18537,464026,0,42,68,67,151,0.0,0.0
26492,572542,99,66,133,147,0,0.0,0.0
32143,2033,25,90,37,103,7,-0.03451121964800863,-0.06920142621660752
2201,496304,27,4,113,83,91,0.0,0.0
8426,275478,90,62,135,145,0,0.0,0.0
23765,69690,5,86,44,85,144,0.0,0.0
16153,117624,91,60,146,143,0,0.0,0.0
4982,64507,52,75,60,130,29,0.0,0.0
33918,3808,88,3,254,207,0,0.10335206051617353,-0.06157568056677825
1655,590611,82,91,19,203,0,0.0,0.0
30246,136,65,66,69,72,93,0.0,0.09164721253127672
37614,7504,26,79,46,99,34,-0.06712694158311132,-0.016733781794646463
11473,461598,75,69,100,146,0,0.0,0.0
25040,13289,34,17,135,95,96,0.0,0.0
177,532863,97,75,90,166,0,0.0,0.0
12081,321638,58,57,46,112,0,0.0,0.0
9960,264467,79,23,254,177,0,0.0,0.0
23232,362177,69,13,254,168,0,0.0,0.0
18513,114365,59,1,230,136,0,0.0,0.0
2059,322390,66,14,248,158,0,0.0,0.0
34689,4579,74,32,166,112,0,0.032252644421814865,-0.048418578457614166
26591,510955,75,79,69,169,0,0.0,0.0
12733,569226,66,50,151,120,3,0.0,0.0
34468,4358,72,4,194,116,0,0.03826297667586875,0.09632405027258556
8931,28581,89,65,130,141,0,0.0,0.0
26094,434922,5,54,61,69,177,0.0,0.0
4842,589580,72,60,124,128,0,0.0,0.0
29049,104222,56,30,190,121,26,0.0,0.0
16657,363391,81,27,254,174,0,0.0,0.0
22135,347675,21,55,73,84,205,0.0,0.0
28674,421329,68,33,225,141,0,0.0,0.0
5135,93346,44,98,33,138,0,0.0,0.0
7768,588318,59,98,27,183,0,0.0,0.0
15356,507400,39,28,138,99,95,0.0,0.0
32268,2158,64,58,118,98,0,0.016733781794646463,-0.06712694158311132
21808,207134,98,22,253,197,0,0.0,0.0
35266,5156,23,52,81,69,171,0.03088667636830605,0.03088667636830605
17799,37356,77,40,221,140,0,0.0,0.0
28569,281475,51,42,148,112,83,0.0,0.0
14808,107560,89,68,112,153,0,0.0,0.0
34800,4690,59,50,42,97,56,-0.1308992675592447,-0.0214106195359553
16886,19780,0,36,72,62,155,0.0,0.0
28600,149139,10,59,69,77,207,0.0,0.0
33374,3264,66,12,161,106,2,-0.014613556019536122,0.0
18864,406569,18,17,100,78,159,0.0,0.0
3198,7892,80,20,255,184,0,0.0,0.0
4304,562538,98,34,255,179,0,0.0,0.0
8919,165315,74,91,25,197,0,0.0,0.0
9093,199305,18,65,72,88,194,0.0,0.0
34946,4836,55,28,127,95,39,0.015699044804238282,-0.04715256350368319
6876,590894,85,74,86,157,0,0.0,0.0
25583,261128,45,79,59,128,51,0.0,0.0
622,380712,57,4,223,129,0,0.0,0.0
10669,443909,96,69,113,155,0,0.0,0.0
19609,597586,53,94,36,165,0,0.0,0.0
37348,7238,32,28,130,79,30,0.1308992675592447,-0.0214106195359553
26848,329742,39,66,72,100,118,0.0,0.0
13988,392259,73,79,67,161,0,0.0,0.0
7284,76374,72,70,90,143,0,0.0,0.0
10801,308817,27,85,51,105,96,0.0,0.0
19243,507094,36,22,140,99,95,0.0,0.0
6896,516471,31,27,121,92,129,0.0,0.0
27054,406919,21,67,64,90,175,0.0,0.0
29671,497534,39,34,128,95,117,0.0,0.0
7916,197751,3,11,81,61,165,0.0,0.0
33862,3752,83,10,145,96,5,-0.03088667636830605,0.03088667636830605
9198,441824,75,84,51,184,0,0.0,0.0
24958,483472,97,44,227,154,0,0.0,0.0
23085,253463,67,46,175,122,0,0.0,0.0
3690,446331,20,91,43,97,96,0.0,0.0
18893,171529,37,5,142,90,42,0.0,0.0
29686,107910,93,18,253,200,0,0.0,0.0
9625,35942,63,26,226,134,0,0.0,0.0
9807,316033,1,29,81,67,164,0.0,0.0
2208,486134,24,6,110,82,108,0.0,0.0
6436,441570,73,30,241,152,0,0.0,0.0
36630,6520,58,54,116,115,0,-0.01842431943322176,-0.0927510698353074
37005,6895,55,16,174,111,1,0.0,-0.06647615158762404
14326,214049,68,65,104,129,0,0.0,0.0
35733,5623,40,59,89,99,2,0.0,-0.09164721253127672
2298,383734,87,26,254,185,0,0.0,0.0
19979,263846,73,2,254,179,0,0.0,0.0
17521,509193,57,21,190,117,36,0.0,0.0
21640,290105,38,17,146,101,86,0.0,0.0
26688,237542,6,14,86,54,184,0.0,0.0
6992,339087,34,39,100,89,148,0.0,0.0
2388,534477,13,89,42,90,123,0.0,0.0
5556,77148,80,89,17,197,0,0.0,0.0
25190,403110,83,58,146,133,0,0.0,0.0
11574,570508,79,32,248,161,0,0.0,0.0
9414,411394,67,70,85,135,0,0.0,0.0
12135,227286,2,30,74,60,179,0.0,0.0
35493,5383,44,41,81,77,154,0.01842431943322176,0.0927510698353074
11567,576559,41,11,161,103,47,0.0,0.0
13524,416599,19,75,58,92,156,0.0,0.0
6067,239694,27,66,70,82,158,0.0,0.0
8094,262218,56,74,72,137,18,0.0,0.0
14836,241971,50,43,102,91,122,0.0,0.0
10192,128166,98,30,252,183,0,0.0,0.0
21888,312872,68,40,202,129,0,0.0,0.0
33302,3192,63,33,140,94,0,-0.01842431943322176,-0.0927510698353074
26333,337723,20,75,59,93,156,0.0,0.0
34927,4817,53,34,53,82,86,-0.0927510698353074,-0.01842431943322176
1928,520691,74,75,78,161,0,0.0,0.0
27397,503971,4,99,39,87,110,0.0,0.0
7801,476994,31,38,109,90,144,0.0,0.0
30357,247,75,66,110,106,0,0.0,-0.09164721253127672
10353,169908,20,84,49,97,125,0.0,0.0
37623,7513,27,75,70,97,57,0.0,-0.029910794252010205
2404,345792,2,72,50,78,138,0.0,0.0
5716,480771,70,43,191,127,0,0.0,0.0
28032,445704,14,64,67,79,202,0.0,0.0
8180,84480,55,4,216,124,0,0.0,0.0
6578,96240,75,20,254,171,0,0.0,0.0
30514,404,85,63,27,119,4,-0.08000000000000003,0.08000000000000003
26351,229734,26,78,59,96,125,0.0,0.0
1009,596666,44,74,70,121,62,0.0,0.0
15505,220945,37,93,48,117,22,0.0,0.0
32051,1941,18,83,59,47,150,0.10335206051617353,0.06157568056677825
14171,452475,83,63,130,140,0,0.0,0.0
33308,3198,64,33,155,101,0,-0.0214106195359553,-0.1308992675592447
16780,418623,39,99,27,138,0,0.0,0.0
2884,418324,37,0,137,88,35,0.0,0.0
18817,362569,73,5,254,179,0,0.0,0.0
878,447573,33,45,97,89,144,0.0,0.0
16306,524664,14,48,76,75,221,0.0,0.0
31595,1485,49,86,72,103,75,-0.014723162687942437,-0.014723162687942437
21121,257205,5,33,81,68,194,0.0,0.0
37160,7050,65,31,69,78,98,-0.03826297667586875,0.09632405027258556
21679,127072,87,36,246,161,0,0.0,0.0
33116,3006,77,15,242,164,0,0.029910794252010205,0.0
32224,2114,60,62,73,104,62,-0.0467521999912377,0.0
28223,536512,34,24,133,93,108,0.0,0.0
11904,288831,25,43,91,85,189,0.0,0.0
28093,280759,43,43,125,102,110,0.0,0.0
359,70034,9,30,84,69,214,0.0,0.0
12995,472444,85,88,34,198,0,0.0,0.0
31453,1343,45,71,85,81,124,0.014613556019536122,0.0
3132,13906,40,34,132,98,120,0.0,0.0
29370,519245,60,29,209,126,0,0.0,0.0
19191,238982,20,54,78,70,211,0.0,0.0
18127,384285,92,77,77,163,0,0.0,0.0
36448,6338,33,63,58,100,75,-0.0467521999912377,0.0
18076,131451,31,15,128,89,107,0.0,0.0
27437,149850,17,82,57,41,156,0.0,0.0
25131,511430,80,86,41,190,0,0.0,0.0
14978,281620,53,0,218,121,0,0.0,0.0
34202,4092,86,17,251,190,0,0.0214106195359553,-0.1308992675592447
10520,512844,95,0,252,201,0,0.0,0.0
17394,213865,66,81,58,153,0,0.0,0.0
20457,511474,81,30,243,165,0,0.0,0.0
19125,99191,4,71,55,75,172,0.0,0.0
1328,422359,78,63,122,138,0,0.0,0.0
12362,279913,34,97,35,126,0,0.0,0.0
8765,168456,6,32,81,69,199,0.0,0.0
26667,130816,24,80,59,99,126,0.0,0.0
34995,4885,30,44,88,64,179,0.10335206051617353,0.06157568056677825
6951,98067,93,47,217,142,0,0.0,0.0
37681,7571,41,40,53,67,162,-0.05474926718086332,0.07313727383716523
2796,440923,66,83,52,170,0,0.0,0.0
20636,12347,24,75,60,95,141,0.0,0.0
34238,4128,51,43,109,75,130,0.13826517935484947,0.04511221032887475
30606,496,93,60,88,123,0,-0.016733781794646463,-0.06712694158311132
13416,521820,86,4,252,200,0,0.0,0.0
27256,148817,7,37,79,71,191,0.0,0.0
5706,42100,26,12,113,83,121,0.0,0.0
35776,5666,30,37,98,76,146,0.06920142621660752,0.03451121964800863
27927,580509,80,61,127,136,0,0.0,0.0
31851,1741,64,77,79,108,20,-0.014723162687942437,-0.014723162687942437
1356,407842,30,90,47,116,60,0.0,0.0
14720,367128,18,64,67,87,199,0.0,0.0
24551,321450,56,42,150,94,49,0.0,-0.0
32628,2518,29,32,113,78,52,0.048418578457614166,-0.032252644421814865
35197,5087,17,55,52,78,132,-0.13826517935484947,-0.04511221032887475
21912,488308,47,8,185,113,9,0.0,0.0
12428,14462,45,90,39,134,0,0.0,0.0
21237,423364,88,68,113,152,0,0.0,0.0
286,21322,15,78,50,84,168,0.0,0.0
31224,1114,64,61,92,99,22,-0.015067403328270003,-0.03014605954138166
22194,521956,87,40,231,154,0,0.0,0.0
37757,7647,47,43,53,87,83,-0.13826517935484947,-0.04511221032887475
28335,18477,87,33,253,170,0,0.0,0.0
24378,113300,47,53,102,106,109,0.0,0.0
35037,4927,33,48,84,80,132,0.014613556019536122,0.0
35770,5660,29,43,71,79,171,-0.032252644421814865,0.048418578457614166
31673,1563,76,65,90,109,51,-0.015699044804238282,0.04715256350368319
11259,452220,81,8,253,191,0,0.0,0.0
35797,5687,31,45,68,85,133,-0.06712694158311132,0.016733781794646463
36065,5955,74,44,61,98,4,-0.06647615158762404,0.0
17470,580451,80,3,252,191,0,0.0,0.0
27763,348618,30,98,27,122,6,0.0,0.0
20351,381532,65,24,233,141,0,0.0,0.0
20363,129420,10,84,47,85,152,0.0,0.0
28163,358244,28,52,77,85,162,0.0,0.0
28826,561409,87,5,255,203,0,0.0,0.0
33315,3205,61,8,132,87,70,0.06157568056677825,0.10335206051617353
7164,485896,21,68,54,88,185,0.0,0.0
9841,584644,21,96,36,102,69,0.0,0.0
35794,5684,31,42,80,83,132,-0.014723162687942437,0.014723162687942437
11993,519994,67,78,65,158,0,0.0,0.0
16094,266994,4,50,65,71,187,0.0,0.0
21012,136808,86,0,252,201,0,0.0,0.0
13290,495601,20,1,97,74,111,0.0,0.0
4119,587272,49,31,155,90,3,0.0,-0.0
15518,550448,76,11,254,189,0,0.0,0.0
21504,438631,43,91,40,136,0,0.0,0.0
24279,433209,88,41,228,152,0,0.0,0.0
28121,581557,91,9,254,207,0,0.0,0.0
27709,256373,97,1,252,200,0,0.0,0.0
5844,470703,68,47,169,124,0,0.0,0.0
7348,42174,26,86,52,108,98,0.0,0.0
6300,541261,83,1,252,195,0,0.0,0.0
30559,449,89,61,58,117,0,-0.029910794252010205,0.0
18200,107597,90,5,250,202,0,0.0,0.0
25870,495842,22,42,90,87,194,0.0,0.0
18496,377867,27,31,112,82,170,0.0,0.0
29147,275471,90,55,179,147,0,0.0,0.0
10732,315142,92,38,245,164,0,0.0,0.0
11747,330169,43,93,40,131,0,0.0,0.0
24388,99416,6,96,42,89,119,0.0,0.0
29403,334762,91,14,252,199,0,0.0,0.0
2054,457053,29,41,97,87,159,0.0,0.0
4880,357449,20,57,74,82,199,0.0,0.0
32146,2036,26,85,64,92,28,0.06157568056677825,-0.10335206051617353
36958,6848,51,17,121,92,74,-0.014613556019536122,0.0
5860,191792,43,52,100,103,118,0.0,0.0
8213,372280,71,44,189,130,0,0.0,0.0
34845,4735,64,46,125,110,0,-0.04511221032887475,-0.13826517935484947
4254,113886,54,17,206,123,0,0.0,0.0
29565,539668,67,8,252,164,0,0.0,0.0
12034,501915,84,43,218,149,0,0.0,0.0
677,586717,43,1,162,96,2,0.0,0.0
19770,402913,81,61,131,135,0,0.0,0.0
6341,456702,25,90,40,104,80,0.0,0.0
5414,335903,2,55,61,69,149,0.0,0.0
9870,560402,76,98,6,210,0,0.0,0.0
21299,562313,96,9,251,205,0,0.0,0.0
12784,31440,18,24,98,73,186,0.0,0.0
17756,100493,17,73,61,90,174,0.0,0.0
29337,474775,9,19,88,69,183,0.0,0.0
2616,239234,23,6,106,71,113,0.0,0.0
4525,270950,44,6,166,101,16,0.0,0.0
18393,445661,14,21,94,75,185,0.0,0.0
19875,60641,14,9,88,67,157,0.0,0.0
26700,51942,25,82,55,98,116,0.0,0.0
35322,5212,27,57,72,88,85,-0.048418578457614166,-0.032252644421814865
2584,460385,62,73,75,136,0,0.0,0.0
15020,407548,27,96,34,111,44,0.0,0.0
12296,71055,19,51,78,81,219,0.0,0.0
2425,300565,44,37,143,92,117,0.0,0.0
16293,67271,81,67,103,148,0,0.0,0.0
30578,468,91,54,149,106,0,0.09632405027258556,-0.03826297667586875
17612,222902,58,46,154,111,61,0.0,0.0
21257,4551,45,51,108,100,122,0.0,0.0
27695,56515,72,83,49,174,0,0.0,0.0
21535,246254,94,54,193,134,0,0.0,0.0
23089,260707,41,5,153,98,32,0.0,0.0
8944,141719,35,23,131,95,106,0.0,0.0
5634,365129,98,65,138,148,0,0.0,0.0
17489,498223,46,23,168,114,66,0.0,0.0
22378,198205,7,65,59,73,184,0.0,0.0
31524,1414,43,83,56,54,119,0.03826297667586875,0.09632405027258556
36702,6592,73,18,231,152,0,-0.014613556019536122,0.0
33565,3455,46,45,109,97,1,-0.04511221032887475,-0.13826517935484947
5132,567333,47,57,97,107,102,0.0,0.0
32895,2785,30,7,148,87,4,0.07313727383716523,-0.05474926718086332
22396,582998,5,50,65,67,176,0.0,0.0
2715,515576,22,32,102,88,177,0.0,0.0
27664,137158,89,50,198,140,0,0.0,0.0
6422,272096,56,59,105,124,51,0.0,0.0
5133,385107,0,99,36,80,100,0.0,0.0
8511,557359,46,55,101,106,107,0.0,0.0
35207,5097,18,53,65,80,113,-0.07313727383716523,-0.05474926718086332
2211,310956,49,24,178,114,51,0.0,0.0
4832,581600,91,52,195,145,0,0.0,0.0
15777,142933,48,53,106,106,103,0.0,0.0
2918,506336,28,64,68,89,153,0.0,0.0
10927,184194,66,26,237,147,0,0.0,0.0
25127,571550,89,74,87,160,0,0.0,0.0
18486,511583,82,39,232,150,0,0.0,0.0
2533,68131,90,27,253,186,0,0.0,0.0
17,345080,95,60,163,144,0,0.0,0.0
21872,280718,43,2,164,95,27,0.0,0.0
17410,125032,65,68,79,132,23,0.0,0.0
10173,578022,55,74,69,132,16,0.0,0.0
23491,325966,1,90,43,80,129,0.0,0.0
26830,584233,17,85,47,94,133,0.0,0.0
12637,531772,86,84,52,188,0,0.0,0.0
28240,266121,95,77,82,172,0,0.0,0.0
26592,309239,32,7,127,87,76,0.0,0.0
21983,60304,10,72,54,76,191,0.0,0.0
9620,220966,38,14,137,86,95,0.0,0.0
35138,5028,13,47,74,59,215,0.03088667636830605,0.03088667636830605
23935,24789,50,45,90,95,122,0.0,0.0
17237,316902,9,98,33,89,101,0.0,0.0
4590,270503,39,59,78,101,124,0.0,0.0
19353,283381,70,93,17,199,0,0.0,0.0
21900,453905,97,93,28,207,0,0.0,0.0
19791,78042,90,66,123,147,0,0.0,0.0
10347,273497,70,81,56,171,0,0.0,0.0
27098,266205,96,61,154,144,0,0.0,0.0
21421,286823,5,35,78,69,189,0.0,0.0
10718,263818,72,74,80,152,0,0.0,0.0
8986,28522,89,6,251,200,0,0.0,0.0
29109,22540,27,96,31,107,50,0.0,0.0
297,422933,84,37,241,158,0,0.0,0.0
8487,561689,89,85,47,191,0,0.0,0.0
24591,524787,15,71,62,87,181,0.0,0.0
2497,453507,93,95,14,210,0,0.0,0.0
