,Unnamed: 0,X,Y,B,G,R,Gx,Gy
21232,67842,87,38,249,163,0,0.0,0.0
2045,191525,40,85,55,126,45,0.0,0.0
25148,368531,32,67,67,98,130,0.0,0.0
5833,74157,50,53,108,110,97,0.0,0.0
4770,598751,65,59,112,121,5,0.0,0.0
4174,590591,82,71,94,151,0,0.0,0.0
9656,224626,75,70,96,142,0,0.0,0.0
9409,594478,21,58,74,82,201,0.0,0.0
22198,30752,11,36,86,71,219,0.0,0.0
24883,271138,45,94,36,154,0,0.0,0.0
12775,119224,7,60,64,68,199,0.0,0.0
35679,5569,35,61,69,93,81,-0.029910794252010205,0.0
28782,38193,85,98,1,210,0,0.0,0.0
35043,4933,33,55,48,88,117,-0.1287068006749893,0.0
27584,550081,72,4,255,178,0,0.0,0.0
25299,213299,61,15,239,144,0,0.0,0.0
17181,344567,90,47,216,150,0,0.0,0.0
30424,314,60,32,161,97,48,0.1287068006749893,0.0
3331,145672,75,92,21,200,0,0.0,0.0
24067,173029,53,12,216,126,0,0.0,0.0
11840,15311,54,39,166,113,61,0.0,0.0
12789,89456,6,8,74,45,163,0.0,0.0
9605,497684,40,84,53,127,42,0.0,0.0
2783,299084,29,24,118,89,134,0.0,0.0
34206,4096,47,47,70,63,150,0.04511221032887475,0.13826517935484947
31163,1053,59,63,57,93,108,-0.05077710678338576,0.05077710678338576
28809,110904,23,12,108,80,128,0.0,0.0
36418,6308,31,58,82,87,142,0.03088667636830605,0.03088667636830605
28518,337979,23,31,94,81,183,0.0,0.0
33321,3211,61,14,70,71,96,-0.06157568056677825,0.10335206051617353
7654,205716,84,4,251,196,0,0.0,0.0
19373,410427,58,3,226,134,0,0.0,0.0
19646,44224,48,52,107,106,101,0.0,0.0
26584,226706,96,50,211,141,0,0.0,0.0
15478,573566,9,90,43,92,126,0.0,0.0
4909,249870,30,70,67,99,133,0.0,0.0
37701,7591,43,38,74,77,150,-0.015067403328270003,0.03014605954138166
5412,307949,19,17,101,76,157,0.0,0.0
32795,2685,37,23,164,106,0,0.0,-0.1287068006749893
28224,369874,46,10,183,109,20,0.0,0.0
15975,66754,76,38,249,150,0,0.0,0.0
15028,117985,95,21,253,199,0,0.0,0.0
11887,416212,15,88,40,95,129,0.0,0.0
25371,564325,16,21,68,54,200,0.0,0.0
11571,261545,50,1,192,111,0,0.0,0.0
25839,405827,10,75,53,83,177,0.0,0.0
22039,325198,94,22,253,195,0,0.0,0.0
26156,295411,92,51,201,144,0,0.0,0.0
26749,163003,50,51,116,94,116,0.0,0.0
7019,248979,21,79,59,99,142,0.0,0.0
23659,444233,99,93,23,209,0,0.0,0.0
15839,501213,77,41,214,143,0,0.0,0.0
21724,149955,19,7,98,74,127,0.0,0.0
13381,337712,20,64,72,88,192,0.0,0.0
34744,4634,55,44,87,84,128,0.0,0.0467521999912377
22904,392370,74,90,30,190,0,0.0,0.0
32985,2875,40,16,139,90,79,0.09164721253127672,0.0
15340,352102,65,87,41,180,0,0.0,0.0
25490,414293,96,69,114,152,0,0.0,0.0
31917,1807,35,77,64,59,144,0.016733781794646463,0.06712694158311132
20021,332795,71,42,97,101,0,-0.0,-0.0
5992,44212,48,40,136,104,101,0.0,0.0
10987,133897,55,61,100,108,78,0.0,0.0
1579,300230,40,75,61,113,86,0.0,0.0
19352,240153,32,25,132,91,119,0.0,0.0
14795,563997,12,93,39,92,108,0.0,0.0
15544,297973,18,13,98,76,151,0.0,0.0
32856,2746,27,5,131,79,38,0.1287068006749893,0.0
17788,507885,44,13,178,109,21,0.0,0.0
17351,320799,49,7,193,114,1,0.0,0.0
19514,176214,85,18,254,193,0,0.0,0.0
7735,103848,52,56,113,111,87,0.0,0.0
22732,437374,30,51,44,84,149,0.0,0.0
24592,65486,62,54,88,111,81,0.0,0.0
29419,31040,14,24,94,73,200,0.0,0.0
30822,712,57,58,115,80,93,0.06712694158311132,-0.016733781794646463
18075,440381,61,41,170,120,25,0.0,0.0
35886,5776,34,14,73,62,140,0.0,0.06647615158762404
31599,1489,49,90,41,121,24,-0.0927510698353074,-0.01842431943322176
30055,374652,95,16,251,199,0,0.0,0.0
37040,6930,36,44,71,77,164,-0.03451121964800863,0.06920142621660752
658,418327,37,3,142,93,49,0.0,0.0
21444,368885,36,21,134,96,100,0.0,0.0
27087,103012,43,24,156,107,85,0.0,0.0
12078,598692,65,0,251,156,0,0.0,0.0
17628,5220,52,20,194,118,19,0.0,0.0
16933,124315,58,51,130,114,56,0.0,0.0
29286,109020,4,28,81,69,183,0.0,0.0
3131,91347,24,99,32,100,53,0.0,0.0
34402,4292,66,41,80,95,38,-0.09164721253127672,0.0
22698,463692,97,8,251,205,0,0.0,0.0
14411,213445,62,61,111,123,26,0.0,0.0
30879,769,65,49,77,76,94,0.0214106195359553,0.1308992675592447
31657,1547,74,67,58,113,58,-0.06157568056677825,0.10335206051617353
35897,5787,35,15,71,69,142,-0.015699044804238282,0.04715256350368319
30754,644,50,64,45,60,136,-0.04511221032887475,0.13826517935484947
30269,159,67,71,43,118,59,-0.10335206051617353,0.06157568056677825
14569,482906,91,78,74,171,0,0.0,0.0
5943,469103,51,77,60,131,29,0.0,0.0
6532,229260,22,4,104,72,108,0.0,0.0
27549,202122,48,10,194,117,0,0.0,0.0
18551,266893,3,49,63,70,179,0.0,0.0
6345,111358,27,66,71,93,152,0.0,0.0
28798,180577,28,81,57,106,105,0.0,0.0
29236,416555,19,31,99,81,190,0.0,0.0
18212,372023,68,87,33,181,0,0.0,0.0
15380,6373,63,73,34,129,50,0.0,0.0
21766,103155,44,93,31,146,0,0.0,0.0
22450,568012,54,36,170,116,59,0.0,0.0
37811,7701,26,83,67,79,116,0.10335206051617353,0.06157568056677825
20113,246499,96,99,18,185,0,0.0,0.0
34977,4867,27,50,56,56,206,-0.0214106195359553,0.1308992675592447
26303,214579,73,95,19,198,0,0.0,0.0
23915,548199,52,39,150,110,76,0.0,0.0
14970,142355,42,43,115,97,120,0.0,0.0
10971,400382,56,30,189,119,29,0.0,0.0
33605,3495,51,36,69,81,131,-0.015067403328270003,0.03014605954138166
25366,134500,62,9,244,150,0,0.0,0.0
6454,597999,58,7,231,139,0,0.0,0.0
4081,216783,95,99,9,205,0,0.0,0.0
30853,743,59,64,81,97,40,-0.032252644421814865,-0.048418578457614166
16368,457223,31,11,128,88,93,0.0,0.0
19562,389479,45,99,36,148,0,0.0,0.0
23549,497467,38,67,64,108,117,0.0,0.0
32103,1993,22,85,69,83,104,0.04715256350368319,-0.015699044804238282
11581,545862,29,2,121,85,76,0.0,0.0
26208,244704,79,4,253,188,0,0.0,0.0
7454,367304,20,40,92,84,204,0.0,0.0
35785,5675,30,46,57,84,156,-0.09632405027258556,0.03826297667586875
37570,7460,23,73,73,78,140,0.03088667636830605,0.03088667636830605
24588,412317,76,93,14,204,0,0.0,0.0
31594,1484,49,85,74,98,80,0.0,-0.014613556019536122
10952,82973,39,97,34,130,0,0.0,0.0
22364,567124,45,48,112,102,111,0.0,0.0
12385,429191,48,23,171,113,64,0.0,0.0
29027,51695,23,35,99,82,185,0.0,0.0
16881,280791,43,75,63,123,75,0.0,0.0
11297,68187,90,83,52,184,0,0.0,0.0
4307,535697,26,9,110,81,112,0.0,0.0
21883,425962,14,66,64,82,199,0.0,0.0
29562,261096,45,47,84,93,8,-0.0,-0.0
27150,159167,12,15,92,69,186,0.0,0.0
12960,110477,18,85,47,98,130,0.0,0.0
28418,515199,18,55,75,85,209,0.0,0.0
26755,519642,64,26,229,139,0,0.0,0.0
37741,7631,46,40,76,88,106,-0.04715256350368319,-0.015699044804238282
2078,191288,38,48,94,100,117,0.0,0.0
30282,172,68,72,26,125,28,-0.13826517935484947,0.04511221032887475
12074,12584,27,12,114,84,112,0.0,0.0
18567,82056,30,80,57,102,104,0.0,0.0
24421,25885,62,24,241,142,0,0.0,0.0
2391,573571,9,95,39,92,105,0.0,0.0
2522,371165,60,29,180,119,0,0.0,-0.0
14962,35840,62,24,229,137,0,0.0,0.0
20649,536545,34,62,69,97,131,0.0,0.0
7476,219546,23,62,70,81,180,0.0,0.0
19575,172224,44,5,172,101,7,0.0,0.0
28891,477095,32,39,108,90,144,0.0,0.0
23358,470522,66,66,99,133,0,0.0,0.0
24492,157640,96,88,35,200,0,0.0,0.0
37119,7009,43,38,135,88,0,0.07313727383716523,-0.05474926718086332
9050,177623,99,27,254,190,0,0.0,0.0
36558,6448,52,50,116,92,79,0.04715256350368319,0.015699044804238282
1222,575678,32,30,120,93,130,0.0,0.0
5902,345365,98,45,225,153,0,0.0,0.0
27628,355835,4,43,69,67,187,0.0,0.0
11230,260208,35,48,43,73,180,-0.0,0.0
32743,2633,32,20,138,90,39,0.04715256350368319,-0.015699044804238282
21212,425816,13,20,94,75,191,0.0,0.0
2154,228949,18,93,39,95,97,0.0,0.0
30093,155492,75,40,204,136,0,0.0,0.0
24835,257359,6,87,38,86,139,0.0,0.0
7259,587785,54,65,92,124,61,0.0,0.0
37423,7313,23,24,64,62,173,-0.016733781794646463,0.06712694158311132
21934,44553,51,93,20,168,0,0.0,0.0
18682,43185,36,97,27,129,0,0.0,0.0
22390,173307,56,11,228,135,0,0.0,0.0
1803,102968,42,80,26,109,86,0.0,0.0
8977,559231,65,27,223,136,0,0.0,0.0
14214,297034,8,74,55,78,184,0.0,0.0
24343,38031,84,20,255,192,0,0.0,0.0
22712,500136,66,64,101,144,0,0.0,0.0
16496,21367,16,23,96,73,194,0.0,0.0
13383,354417,90,25,253,194,0,0.0,0.0
32561,2451,23,38,66,72,191,-0.05474926718086332,0.07313727383716523
6030,294476,82,20,235,157,0,0.0,0.0
6728,340252,46,4,183,108,1,0.0,0.0
20751,542623,96,63,145,144,0,0.0,0.0
19529,117445,89,81,53,182,0,0.0,0.0
6141,63922,46,90,35,135,0,0.0,0.0
25960,218779,15,95,40,88,103,0.0,0.0
25982,114607,61,43,158,118,31,0.0,0.0
205,113190,46,30,155,107,87,0.0,0.0
35239,5129,20,55,66,69,198,-0.01842431943322176,0.0927510698353074
31329,1219,52,84,63,99,79,-0.06647615158762404,0.0
27272,269283,27,39,96,89,167,0.0,0.0
18014,479192,53,36,126,98,86,0.0,0.0
3538,575964,35,16,140,98,90,0.0,0.0
22125,5657,56,57,112,109,69,0.0,0.0
958,602030,98,38,249,167,0,0.0,0.0
5701,542323,93,63,140,142,0,0.0,0.0
15923,33612,39,96,36,130,0,0.0,0.0
16689,308431,23,99,26,106,40,0.0,0.0
17389,409068,43,16,169,107,53,0.0,0.0
33134,3024,78,21,180,117,0,-0.06712694158311132,-0.016733781794646463
21339,455405,12,93,39,94,111,0.0,0.0
34490,4380,74,8,166,108,1,-0.032252644421814865,0.048418578457614166
27029,25459,57,47,47,91,99,0.0,0.0
2771,401182,64,30,214,130,0,0.0,0.0
28971,496096,24,96,32,113,54,0.0,0.0
6800,575571,31,18,126,92,108,0.0,0.0
17391,355303,99,11,251,204,0,0.0,0.0
18655,259272,26,0,109,78,91,0.0,0.0
23182,598829,66,37,195,123,0,0.0,0.0
16762,412182,75,58,138,132,0,0.0,0.0
13317,181415,37,19,100,83,115,0.0,0.0
10288,25155,54,11,216,126,0,0.0,0.0
8109,400006,52,54,105,108,85,0.0,0.0
21583,447782,35,74,61,106,104,0.0,0.0
2339,596404,42,12,166,105,37,0.0,0.0
36319,6209,61,25,90,85,77,-0.029910794252010205,0.0
9508,47130,77,70,92,149,0,0.0,0.0
34470,4360,72,6,167,105,15,0.0,0.09164721253127672
27496,490300,67,0,252,162,0,0.0,0.0
12401,267025,4,81,50,86,145,0.0,0.0
27822,251358,45,58,90,107,113,0.0,0.0
28019,186592,90,24,254,190,0,0.0,0.0
9332,451119,70,7,255,172,0,0.0,0.0
34908,4798,52,27,116,92,92,0.029910794252010205,0.0
4197,256508,98,36,251,172,0,0.0,0.0
14364,346709,11,89,41,94,128,0.0,0.0
21010,476349,24,93,40,106,71,0.0,0.0
24105,195707,82,67,109,147,0,0.0,0.0
8117,271857,53,83,46,149,0,0.0,0.0
32652,2542,31,34,113,81,8,0.016733781794646463,-0.06712694158311132
34270,4160,53,50,69,88,121,-0.014613556019536122,0.0
24210,21064,13,20,93,69,197,0.0,0.0
13408,199517,20,77,60,94,155,0.0,0.0
12089,264832,82,88,32,197,0,0.0,0.0
8066,583992,15,44,81,75,215,0.0,0.0
32794,2684,37,22,168,106,0,0.0214106195359553,-0.1308992675592447
34100,3990,77,14,232,149,0,0.07313727383716523,0.05474926718086332
21807,173826,61,30,213,137,0,0.0,0.0
36646,6536,68,17,189,112,16,0.0,0.09164721253127672
31549,1439,45,90,49,107,87,-0.10335206051617353,0.06157568056677825
1476,365740,4,76,52,79,151,0.0,0.0
5748,453293,91,81,61,178,0,0.0,0.0
9264,586901,45,11,181,109,17,0.0,0.0
11628,323242,74,66,108,140,0,0.0,0.0
28192,108949,3,57,60,68,169,0.0,0.0
4731,57065,78,33,240,153,0,0.0,0.0
13105,108810,2,18,82,64,171,0.0,0.0
30169,59,71,61,134,90,46,0.09164721253127672,0.0
15162,295398,92,38,249,167,0,0.0,0.0
7437,450629,65,17,247,153,0,0.0,0.0
20244,257793,11,21,94,74,194,0.0,0.0
50,430077,57,9,225,133,0,0.0,0.0
19984,266839,2,95,37,88,108,0.0,0.0
16640,583675,12,27,94,74,194,0.0,0.0
30646,536,40,75,70,58,149,0.032252644421814865,0.048418578457614166
37634,7524,28,74,71,93,52,0.015699044804238282,-0.04715256350368319
23316,539419,64,59,117,125,14,0.0,0.0
25603,476960,31,4,125,86,70,0.0,0.0
8182,304296,82,64,123,140,0,0.0,0.0
35403,5293,48,30,126,86,110,0.1308992675592447,0.0214106195359553
31402,1292,41,68,74,56,153,0.08000000000000003,0.08000000000000003
22850,153224,52,72,71,133,37,0.0,0.0
26594,378235,31,31,122,90,145,0.0,0.0
25789,409496,47,89,40,139,0,0.0,0.0
37680,7570,41,39,56,66,166,-0.03451121964800863,0.06920142621660752
9218,119399,9,35,83,68,211,0.0,0.0
1210,473885,0,29,77,66,156,0.0,0.0
14608,169338,15,14,93,72,165,0.0,0.0
10977,1388,13,88,40,88,135,0.0,0.0
19582,420275,57,79,56,141,0,0.0,0.0
4224,476834,29,78,60,104,112,0.0,0.0
21500,82076,31,0,124,83,72,0.0,0.0
18258,179670,19,74,62,93,167,0.0,0.0
12631,357224,18,32,93,79,202,0.0,0.0
37510,7400,30,26,94,86,83,-0.05077710678338576,-0.05077710678338576
35190,5080,17,48,84,75,143,0.015067403328270003,-0.03014605954138166
9012,134387,60,83,18,124,23,-0.0,0.0
31044,934,80,16,205,136,0,0.0,0.029910794252010205
4828,150333,23,36,95,85,187,0.0,0.0
4260,345859,3,39,68,69,183,0.0,0.0
5027,332552,68,72,84,140,0,0.0,0.0
13084,316218,3,14,80,62,174,0.0,0.0
25057,337110,14,62,71,80,211,0.0,0.0
14620,268551,20,7,100,76,119,0.0,0.0
15993,504201,7,29,81,69,202,0.0,0.0
25308,314434,85,25,143,104,0,0.0,0.0
6451,337572,19,24,95,78,180,0.0,0.0
9360,408095,33,43,90,85,148,0.0,0.0
37808,7698,25,90,35,96,77,-0.03451121964800863,0.06920142621660752
11140,304549,85,17,253,194,0,0.0,0.0
20346,477345,34,89,54,119,52,0.0,0.0
20747,540168,72,8,255,177,0,0.0,0.0
11870,556369,36,60,78,97,131,0.0,0.0
13646,198686,12,46,77,72,224,0.0,0.0
33793,3683,53,12,197,118,0,0.032252644421814865,-0.048418578457614166
13251,440293,60,53,126,119,49,0.0,0.0
32378,2268,51,36,57,84,95,-0.048418578457614166,-0.032252644421814865
7110,79722,7,46,72,56,213,0.0,0.0
1223,252111,53,11,167,109,61,0.0,0.0
35758,5648,28,41,78,74,183,0.0,0.06647615158762404
3625,462484,85,0,253,199,0,0.0,0.0
33740,3630,49,9,171,100,21,0.0927510698353074,0.01842431943322176
33631,3521,53,37,70,86,107,-0.029910794252010205,0.0
36133,6023,47,35,58,55,148,0.01842431943322176,0.0927510698353074
9785,48363,90,3,252,204,0,0.0,0.0
3360,330208,44,32,164,120,104,0.0,0.0
29208,332651,69,82,56,162,0,0.0,0.0
10733,22367,26,23,111,85,146,0.0,0.0
15365,414977,3,53,62,68,175,0.0,0.0
37373,7263,33,40,77,83,48,-0.13826517935484947,-0.04511221032887475
18666,146867,87,87,34,197,0,0.0,0.0
17314,142989,49,9,197,116,4,0.0,0.0
16910,164309,64,73,39,153,0,0.0,0.0
11201,454537,4,25,82,66,177,0.0,0.0
25284,525941,27,25,114,90,136,0.0,0.0
16146,289824,35,36,109,91,139,0.0,0.0
14305,351770,62,50,122,117,37,0.0,0.0
982,507080,36,8,145,94,55,0.0,0.0
5023,479320,54,64,89,122,58,0.0,0.0
8727,242827,59,82,57,128,0,0.0,0.0
29028,455677,15,65,66,85,202,0.0,0.0
4752,581183,87,35,248,165,0,0.0,0.0
31168,1058,60,56,113,78,98,0.06920142621660752,0.03451121964800863
27365,195225,77,85,37,187,0,0.0,0.0
36262,6152,56,23,68,63,112,0.0,0.09164721253127672
21440,150680,27,23,113,90,140,0.0,0.0
19947,90325,14,77,54,79,174,0.0,0.0
8260,154113,61,61,102,127,29,0.0,0.0
8395,452959,88,47,212,146,0,0.0,0.0
25456,59914,6,82,48,82,159,0.0,0.0
25808,480916,71,88,32,185,0,0.0,0.0
2416,187807,2,39,70,68,166,0.0,0.0
19740,431992,76,24,253,171,0,0.0,0.0
25147,279130,27,14,119,87,113,0.0,0.0
15093,491469,78,69,100,155,0,0.0,0.0
26268,38077,84,73,61,158,0,0.0,0.0
28925,485329,16,1,89,70,122,0.0,0.0
17549,122976,45,12,176,111,43,0.0,0.0
4671,166168,83,44,212,144,0,0.0,0.0
10029,114690,62,26,220,132,0,0.0,0.0
10810,171956,41,32,79,69,145,0.0,0.0
30144,34,69,62,117,84,71,0.06920142621660752,0.03451121964800863
35602,5492,54,39,159,106,0,0.06157568056677825,-0.10335206051617353
514,298625,24,65,68,87,163,0.0,0.0
16433,453726,96,14,251,203,0,0.0,0.0
30677,567,42,81,53,103,96,-0.06712694158311132,0.016733781794646463
14242,112936,43,49,106,102,124,0.0,0.0
32187,2077,57,62,62,91,110,-0.05077710678338576,0.05077710678338576
21169,309147,31,15,127,90,101,0.0,0.0
28943,146089,80,9,253,191,0,0.0,0.0
25193,155069,71,17,255,170,0,0.0,0.0
9586,581315,88,67,113,148,0,0.0,0.0
8411,518373,51,57,89,121,62,0.0,0.0
26406,246199,93,99,18,191,0,0.0,0.0
14919,48437,90,77,71,168,0,0.0,0.0
28873,548233,52,73,68,133,30,0.0,0.0
30084,168863,10,39,78,69,216,0.0,0.0
4323,23318,35,74,57,105,110,0.0,0.0
12321,456701,25,89,43,103,90,0.0,0.0
20912,273657,72,41,203,139,0,0.0,0.0
37283,7173,26,31,90,72,159,0.06157568056677825,0.10335206051617353
5861,402870,81,18,255,189,0,0.0,0.0
29659,433992,96,24,253,194,0,0.0,0.0
32491,2381,49,18,89,86,93,-0.014723162687942437,-0.014723162687942437
12245,536148,30,60,68,90,148,0.0,0.0
24271,448410,42,86,54,129,22,0.0,0.0
21488,111767,31,75,62,105,117,0.0,0.0
21570,275568,91,52,195,149,0,0.0,0.0
9749,562923,2,19,81,67,150,0.0,0.0
9338,126991,86,55,198,128,0,0.0,0.0
13891,544785,18,25,100,80,182,0.0,0.0
19920,44265,49,0,189,107,0,0.0,0.0
34286,4176,54,53,49,99,88,-0.06712694158311132,-0.016733781794646463
7660,402253,75,1,254,184,0,0.0,0.0
32442,2332,45,19,53,73,128,-0.032252644421814865,0.048418578457614166
18991,416977,23,53,74,82,189,0.0,0.0
14498,334053,84,5,254,196,0,0.0,0.0
5948,139575,13,67,63,77,200,0.0,0.0
35912,5802,36,18,66,72,134,-0.06920142621660752,0.03451121964800863
33676,3566,57,34,120,93,15,0.016733781794646463,-0.06712694158311132
36021,5911,71,37,126,97,62,0.05077710678338576,0.05077710678338576
10349,408624,38,72,63,111,103,0.0,0.0
8951,258399,17,27,98,79,195,0.0,0.0
12811,273587,71,71,87,150,0,0.0,0.0
26859,476822,29,66,67,93,142,0.0,0.0
15204,548340,53,80,49,140,0,0.0,0.0
31193,1083,62,55,131,88,74,0.09164721253127672,0.0
11006,93573,47,30,159,103,88,0.0,0.0
18081,436357,19,89,40,99,107,0.0,0.0
5150,91210,23,62,73,77,180,0.0,0.0
22717,547437,44,77,56,126,56,0.0,0.0
22691,522439,92,23,254,194,0,0.0,0.0
29054,542279,93,19,253,198,0,0.0,0.0
32050,1940,17,92,37,86,96,-0.08000000000000003,0.08000000000000003
1989,346921,14,1,84,66,126,0.0,0.0
13212,30187,5,71,54,72,174,0.0,0.0
14826,362315,70,51,145,133,0,0.0,0.0
13023,106607,80,15,255,191,0,0.0,0.0
21374,13496,36,24,135,98,109,0.0,0.0
2439,184800,72,32,239,149,0,0.0,0.0
27671,77463,84,55,177,141,0,0.0,0.0
2418,461912,79,16,254,190,0,0.0,0.0
32948,2838,37,17,111,76,126,0.07313727383716523,0.05474926718086332
19763,94241,54,89,19,131,3,0.0,0.0
37762,7652,48,36,117,91,54,0.015699044804238282,-0.04715256350368319
8172,7281,73,77,9,168,0,0.0,0.0
11409,139468,12,60,69,72,214,0.0,0.0
3934,437888,36,27,151,104,94,0.0,0.0
14643,307644,16,12,93,69,160,0.0,0.0
34425,4315,68,38,124,98,0,-0.03088667636830605,-0.03088667636830605
20573,544467,15,7,93,70,140,0.0,0.0
18423,252342,55,42,159,114,56,0.0,0.0
18744,262450,59,6,231,138,0,0.0,0.0
10731,416823,21,99,32,107,55,0.0,0.0
18348,319077,31,73,63,102,118,0.0,0.0
8657,174757,70,61,121,133,0,0.0,0.0
5015,534702,16,14,94,73,163,0.0,0.0
17684,120437,19,73,61,90,168,0.0,0.0
23860,383412,84,4,252,195,0,0.0,0.0
8799,249329,25,29,109,88,162,0.0,0.0
36585,6475,54,52,112,98,15,0.014723162687942437,-0.014723162687942437
32350,2240,49,34,65,79,122,-0.014613556019536122,0.0
21462,514692,13,48,74,76,218,0.0,0.0
2452,532634,95,46,221,152,0,0.0,0.0
31303,1193,50,83,61,86,103,-0.048418578457614166,0.032252644421814865
34407,4297,67,33,165,99,6,0.04715256350368319,-0.015699044804238282
34712,4602,76,37,121,108,0,-0.06157568056677825,-0.10335206051617353
4318,215429,82,45,210,138,0,0.0,0.0
32156,2046,27,89,53,112,5,-0.0214106195359553,-0.1308992675592447
25670,62009,27,77,58,101,127,0.0,0.0
37568,7458,23,71,75,71,147,0.06920142621660752,0.03451121964800863
36743,6633,76,21,224,152,0,-0.07313727383716523,-0.05474926718086332
29269,575616,31,63,82,93,129,0.0,0.0
29830,249003,22,3,105,75,102,0.0,0.0
29973,364510,92,46,217,149,0,0.0,0.0
23081,401422,66,70,84,134,0,0.0,0.0
5064,425866,13,70,59,84,190,0.0,0.0
37798,7688,24,88,46,88,103,0.0,0.09164721253127672
19605,75431,63,27,218,134,0,0.0,0.0
19528,278775,23,59,74,88,192,0.0,0.0
2046,196149,87,9,253,201,0,0.0,0.0
21027,297458,12,98,35,93,96,0.0,0.0
15907,484805,10,77,53,88,165,0.0,0.0
16361,581929,94,81,62,181,0,0.0,0.0
6327,288263,19,75,60,93,161,0.0,0.0
34561,4451,80,4,253,196,0,0.032252644421814865,-0.048418578457614166
30858,748,60,59,121,84,22,0.05474926718086332,-0.07313727383716523
21290,515056,17,12,99,78,152,0.0,0.0
6123,266000,94,56,179,146,0,0.0,0.0
9623,9418,95,46,220,150,0,0.0,0.0
4116,293833,75,45,196,135,0,0.0,0.0
11251,79210,2,34,78,64,174,0.0,0.0
31669,1559,76,61,122,95,51,0.05077710678338576,0.05077710678338576
17820,396978,21,10,103,76,132,0.0,0.0
23015,147658,95,78,79,172,0,0.0,0.0
17927,102475,37,55,89,88,143,0.0,0.0
34189,4079,84,18,240,174,0,0.0,-0.06647615158762404
7383,29590,99,74,99,157,0,0.0,0.0
13442,425228,7,32,86,72,193,0.0,0.0
32453,2343,46,18,59,73,126,-0.015067403328270003,0.03014605954138166
26952,277076,6,60,62,72,185,0.0,0.0
10003,551934,91,2,253,205,0,0.0,0.0
33128,3018,78,15,245,171,0,0.03014605954138166,-0.015067403328270003
12176,238955,20,27,104,73,185,0.0,0.0
24068,133692,53,56,106,105,83,0.0,0.0
18473,475122,12,66,63,78,196,0.0,0.0
15845,332740,70,80,63,158,0,0.0,0.0
6015,315869,99,65,142,146,0,0.0,0.0
6647,130002,16,66,72,84,208,0.0,0.0
27871,207340,0,28,74,60,163,0.0,0.0
19974,37455,78,39,229,142,0,0.0,0.0
5176,118713,2,49,65,66,164,0.0,0.0
17401,325316,95,40,239,160,0,0.0,0.0
13977,75803,66,99,8,201,0,0.0,0.0
6590,137230,90,22,254,193,0,0.0,0.0
32909,2799,31,11,146,87,2,0.0,-0.06647615158762404
26232,303205,71,73,85,145,0,0.0,0.0
36470,6360,35,59,82,92,41,0.015067403328270003,-0.03014605954138166
10140,549199,62,39,117,107,74,0.0,0.0
35187,5077,17,45,88,71,145,0.06920142621660752,-0.03451121964800863
27135,309024,29,92,43,116,61,0.0,0.0
12695,279131,27,15,118,86,115,0.0,0.0
9602,78309,93,33,253,176,0,0.0,0.0
29196,111228,26,36,99,87,169,0.0,0.0
3975,292978,66,90,31,183,0,0.0,0.0
1119,61001,17,69,62,86,195,0.0,0.0
25293,505936,24,64,70,86,170,0.0,0.0
30163,53,70,68,83,109,43,-0.03014605954138166,0.015067403328270003
9179,255707,90,35,251,170,0,0.0,0.0
4862,493616,0,16,76,66,148,0.0,0.0
20428,69685,5,81,51,84,160,0.0,0.0
10148,443855,96,15,251,203,0,0.0,0.0
24661,425997,15,1,88,67,130,0.0,0.0
16025,204221,69,9,255,170,0,0.0,0.0
21569,236086,91,58,171,140,0,0.0,0.0
1178,107062,84,70,96,154,0,0.0,0.0
36734,6624,76,12,255,198,0,0.10335206051617353,-0.06157568056677825
26283,146642,85,62,128,139,0,0.0,0.0
10280,272959,65,43,156,128,0,0.0,0.0
8479,420958,64,62,108,128,0,0.0,0.0
33213,3103,55,37,51,69,121,-0.10335206051617353,0.06157568056677825
34602,4492,67,30,126,88,72,0.08000000000000003,0.08000000000000003
24607,476598,27,42,95,85,168,0.0,0.0
5837,480142,63,82,53,156,0,0.0,0.0
17829,50091,7,31,81,63,201,0.0,0.0
21258,146762,86,82,58,182,0,0.0,0.0
7108,39161,96,73,74,165,0,0.0,0.0
26847,581112,86,64,126,145,0,0.0,0.0
23835,132281,39,45,107,92,132,0.0,0.0
285,341364,57,16,225,136,0,0.0,0.0
26590,119469,10,5,84,62,158,0.0,0.0
27550,568595,60,19,227,136,0,0.0,0.0
17852,464620,6,36,78,70,193,0.0,0.0
26827,166215,83,91,25,203,0,0.0,0.0
35489,5379,43,43,64,73,167,-0.0214106195359553,0.1308992675592447
522,334893,92,45,222,147,0,0.0,0.0
19836,554614,17,82,48,96,139,0.0,0.0
3048,58148,89,16,252,198,0,0.0,0.0
16778,225743,86,87,42,189,0,0.0,0.0
11945,110036,14,44,83,76,224,0.0,0.0
30528,418,87,55,127,101,8,0.06920142621660752,0.03451121964800863
4046,283644,73,56,144,133,0,0.0,0.0
700,317751,18,47,82,78,219,0.0,0.0
29694,458683,45,71,68,118,76,0.0,0.0
29582,396378,14,98,35,97,82,0.0,0.0
1979,354915,95,23,252,196,0,0.0,0.0
2067,269572,30,28,119,94,127,0.0,0.0
26977,55056,57,79,32,145,0,0.0,0.0
33736,3626,48,18,77,81,110,-0.06920142621660752,0.03451121964800863
29564,396671,17,91,43,99,100,0.0,0.0
30271,161,68,61,127,86,71,0.09632405027258556,0.03826297667586875
10076,381910,69,2,255,170,0,0.0,0.0
