X,Y,B,G,R,Gx,Gy
77,17,156,103,23,-0.01842431943322176,0.0927510698353074
77,18,137,98,40,-0.03826297667586875,0.09632405027258556
77,19,119,90,43,-0.061575680566778264,0.10335206051617353
78,12,237,154,0,0.08000000000000003,0.08000000000000003
78,13,224,145,0,0.05474926718086332,0.07313727383716523
78,14,214,137,1,0.03451121964800863,0.06920142621660752
78,15,198,126,0,0.016733781794646463,0.06712694158311132
78,16,180,114,1,0.0,0.06647615158762404
78,17,166,106,4,-0.016733781794646463,0.06712694158311132
78,18,148,100,19,-0.03451121964800863,0.06920142621660752
78,19,133,95,27,-0.05474926718086332,0.07313727383716523
78,20,111,89,39,-0.08000000000000003,0.08000000000000003
79,11,248,172,0,0.10335206051617353,0.061575680566778264
79,12,247,167,0,0.07313727383716523,0.05474926718086332
79,13,239,160,0,0.05077710678338576,0.05077710678338576
79,14,227,151,0,0.032252644421814865,0.048418578457614166
79,15,210,141,0,0.015699044804238282,0.04715256350368319
79,16,193,127,0,0.0,0.0467521999912377
79,17,178,117,0,-0.015699044804238282,0.04715256350368319
79,18,155,103,2,-0.032252644421814865,0.048418578457614166
79,19,140,97,9,-0.05077710678338576,0.05077710678338576
79,20,119,91,21,-0.07313727383716523,0.05474926718086332
79,21,106,89,28,-0.10335206051617353,0.061575680566778264
80,10,253,185,0,0.13826517935484947,0.04511221032887475
80,11,251,178,0,0.09632405027258556,0.03826297667586875
80,12,249,174,0,0.06920142621660752,0.03451121964800863
80,13,242,167,0,0.048418578457614166,0.032252644421814865
80,14,235,159,0,0.03088667636830605,0.03088667636830605
80,15,222,149,0,0.015067403328270003,0.03014605954138166
80,16,205,136,0,0.0,0.029910794252010212
80,17,190,128,0,-0.015067403328270003,0.03014605954138166
80,18,169,115,0,-0.03088667636830605,0.03088667636830605
80,19,148,104,2,-0.048418578457614166,0.032252644421814865
80,20,124,95,13,-0.06920142621660752,0.03451121964800863
80,21,111,90,18,-0.09632405027258556,0.03826297667586875
80,22,96,85,18,-0.13826517935484947,0.04511221032887475
81,10,255,193,0,0.1308992675592447,0.0214106195359553
81,11,253,186,0,0.0927510698353074,0.01842431943322176
81,12,250,181,0,0.06712694158311132,0.016733781794646463
81,13,244,176,0,0.04715256350368319,0.015699044804238282
81,14,238,168,0,0.03014605954138166,0.015067403328270003
81,15,232,162,0,0.014723162687942437,0.014723162687942437
81,16,221,151,0,0.0,0.014613556019536122
81,17,206,139,0,-0.014723162687942437,0.014723162687942437
81,18,189,126,0,-0.03014605954138166,0.015067403328270003
81,19,170,115,1,-0.04715256350368319,0.015699044804238282
81,20,143,102,2,-0.06712694158311132,0.016733781794646463
81,21,123,90,3,-0.0927510698353074,0.01842431943322176
81,22,107,86,3,-0.1308992675592447,0.0214106195359553
82,10,254,196,0,0.1287068006749893,0.0
82,11,254,191,0,0.09164721253127672,0.0
82,12,253,187,0,0.06647615158762404,0.0
82,13,250,181,0,0.0467521999912377,0.0
82,14,244,173,0,0.029910794252010212,0.0
82,15,237,166,0,0.014613556019536122,0.0
82,17,215,146,0,-0.014613556019536122,0.0
82,18,203,132,0,-0.029910794252010212,0.0
82,19,183,121,0,-0.0467521999912377,0.0
82,20,156,110,0,-0.06647615158762404,0.0
82,21,137,98,0,-0.09164721253127672,0.0
82,22,115,89,0,-0.1287068006749893,0.0
83,10,255,202,0,0.1308992675592447,-0.0214106195359553
83,11,255,197,0,0.0927510698353074,-0.01842431943322176
83,12,253,191,0,0.06712694158311132,-0.016733781794646463
83,13,251,187,0,0.04715256350368319,-0.015699044804238282
83,14,247,180,0,0.03014605954138166,-0.015067403328270003
83,15,242,174,0,0.014723162687942437,-0.014723162687942437
83,16,234,166,0,0.0,-0.014613556019536122
83,17,229,157,0,-0.014723162687942437,-0.014723162687942437
83,18,212,145,0,-0.03014605954138166,-0.015067403328270003
83,19,199,135,0,-0.04715256350368319,-0.015699044804238282
83,20,178,121,0,-0.06712694158311132,-0.016733781794646463
83,21,160,110,0,-0.0927510698353074,-0.01842431943322176
83,22,137,101,0,-0.1308992675592447,-0.0214106195359553
84,10,255,206,0,0.13826517935484947,-0.04511221032887475
84,11,255,201,0,0.09632405027258556,-0.03826297667586875
84,12,254,196,0,0.06920142621660752,-0.03451121964800863
84,13,253,191,0,0.048418578457614166,-0.032252644421814865
84,14,249,185,0,0.03088667636830605,-0.03088667636830605
84,15,246,179,0,0.015067403328270003,-0.03014605954138166
84,16,240,172,0,0.0,-0.029910794252010212
84,17,234,164,0,-0.015067403328270003,-0.03014605954138166
84,18,217,149,0,-0.03088667636830605,-0.03088667636830605
84,19,211,145,0,-0.048418578457614166,-0.032252644421814865
84,20,192,130,0,-0.06920142621660752,-0.03451121964800863
84,21,174,119,0,-0.09632405027258556,-0.03826297667586875
84,22,147,107,0,-0.13826517935484947,-0.04511221032887475
85,11,255,205,0,0.10335206051617353,-0.061575680566778264
85,12,254,201,0,0.07313727383716523,-0.05474926718086332
85,13,254,196,0,0.05077710678338576,-0.05077710678338576
85,14,251,190,0,0.032252644421814865,-0.048418578457614166
85,15,249,185,0,0.015699044804238282,-0.04715256350368319
85,16,243,179,0,0.0,-0.0467521999912377
85,17,240,173,0,-0.015699044804238282,-0.04715256350368319
85,18,230,162,0,-0.032252644421814865,-0.048418578457614166
85,19,222,152,0,-0.05077710678338576,-0.05077710678338576
85,20,211,143,0,-0.07313727383716523,-0.05474926718086332
85,21,193,130,0,-0.10335206051617353,-0.061575680566778264
86,12,254,205,0,0.08000000000000003,-0.08000000000000003
86,13,254,201,0,0.05474926718086332,-0.07313727383716523
86,14,252,195,0,0.03451121964800863,-0.06920142621660752
86,15,251,189,0,0.016733781794646463,-0.06712694158311132
86,16,246,183,0,0.0,-0.06647615158762404
86,17,244,178,0,-0.016733781794646463,-0.06712694158311132
86,18,238,169,0,-0.03451121964800863,-0.06920142621660752
86,19,231,161,0,-0.05474926718086332,-0.07313727383716523
86,20,217,148,0,-0.08000000000000003,-0.08000000000000003
87,13,254,205,0,0.061575680566778264,-0.10335206051617353
87,14,252,199,0,0.03826297667586875,-0.09632405027258556
87,15,252,193,0,0.01842431943322176,-0.0927510698353074
87,16,249,188,0,0.0,-0.09164721253127672
87,17,249,184,0,-0.01842431943322176,-0.0927510698353074
87,18,245,176,0,-0.03826297667586875,-0.09632405027258556
87,19,239,168,0,-0.061575680566778264,-0.10335206051617353
88,14,254,204,0,0.04511221032887475,-0.13826517935484947
88,15,253,198,0,0.0214106195359553,-0.1308992675592447
88,16,251,194,0,0.0,-0.1287068006749893
88,17,250,187,0,-0.0214106195359553,-0.1308992675592447
88,18,250,183,0,-0.04511221032887475,-0.13826517935484947
56,58,71,57,126,0.04511221032887475,0.13826517935484947
56,59,68,58,127,0.0214106195359553,0.1308992675592447
56,60,59,60,126,0.0,0.1287068006749893
56,61,55,65,127,-0.0214106195359553,0.1308992675592447
56,62,47,71,126,-0.04511221032887475,0.13826517935484947
57,57,83,61,126,0.061575680566778264,0.10335206051617353
57,58,74,61,126,0.03826297667586875,0.09632405027258556
57,59,73,64,129,0.01842431943322176,0.0927510698353074
57,60,68,67,128,0.0,0.09164721253127672
57,61,63,72,128,-0.01842431943322176,0.0927510698353074
57,62,53,77,124,-0.03826297667586875,0.09632405027258556
57,63,47,81,118,-0.061575680566778264,0.10335206051617353
58,56,99,71,117,0.08000000000000003,0.08000000000000003
58,57,89,66,114,0.05474926718086332,0.07313727383716523
58,58,83,68,118,0.03451121964800863,0.06920142621660752
58,59,81,72,123,0.016733781794646463,0.06712694158311132
58,60,72,75,122,0.0,0.06647615158762404
58,61,70,79,121,-0.016733781794646463,0.06712694158311132
58,62,60,85,119,-0.03451121964800863,0.06920142621660752
58,63,52,88,113,-0.05474926718086332,0.07313727383716523
58,64,41,97,104,-0.08000000000000003,0.08000000000000003
59,55,115,78,111,0.10335206051617353,0.061575680566778264
59,56,101,75,110,0.07313727383716523,0.05474926718086332
59,57,95,74,111,0.05077710678338576,0.05077710678338576
59,58,89,75,114,0.032252644421814865,0.048418578457614166
59,59,85,76,118,0.015699044804238282,0.04715256350368319
59,60,78,80,118,0.0,0.0467521999912377
59,61,75,84,117,-0.015699044804238282,0.04715256350368319
59,62,65,88,113,-0.032252644421814865,0.048418578457614166
59,63,57,93,108,-0.05077710678338576,0.05077710678338576
59,64,42,99,98,-0.07313727383716523,0.05474926718086332
59,65,37,105,94,-0.10335206051617353,0.061575680566778264
60,54,125,84,97,0.13826517935484947,0.04511221032887475
60,55,119,80,96,0.09632405027258556,0.03826297667586875
60,56,113,78,98,0.06920142621660752,0.03451121964800863
60,57,110,82,101,0.048418578457614166,0.032252644421814865
60,58,98,82,105,0.03088667636830605,0.03088667636830605
60,59,92,82,103,0.015067403328270003,0.03014605954138166
60,60,85,89,100,0.0,0.029910794252010212
60,61,79,92,98,-0.015067403328270003,0.03014605954138166
60,62,66,96,91,-0.03088667636830605,0.03088667636830605
60,63,63,102,91,-0.048418578457614166,0.032252644421814865
60,64,50,106,82,-0.06920142621660752,0.03451121964800863
60,65,44,111,76,-0.09632405027258556,0.03826297667586875
60,66,29,115,67,-0.13826517935484947,0.04511221032887475
61,54,126,84,93,0.1308992675592447,0.0214106195359553
61,55,121,82,93,0.0927510698353074,0.01842431943322176
61,56,114,81,94,0.06712694158311132,0.016733781794646463
61,57,112,85,96,0.04715256350368319,0.015699044804238282
61,58,99,84,98,0.03014605954138166,0.015067403328270003
61,59,95,85,99,0.014723162687942437,0.014723162687942437
61,60,85,89,96,0.0,0.014613556019536122
61,61,81,93,92,-0.014723162687942437,0.014723162687942437
61,62,67,97,85,-0.03014605954138166,0.015067403328270003
61,63,64,103,83,-0.04715256350368319,0.015699044804238282
61,64,51,108,74,-0.06712694158311132,0.016733781794646463
61,65,43,111,67,-0.0927510698353074,0.01842431943322176
61,66,30,118,56,-0.1308992675592447,0.0214106195359553
62,54,136,90,73,0.1287068006749893,0.0
62,55,131,88,74,0.09164721253127672,0.0
62,56,123,87,76,0.06647615158762404,0.0
62,57,118,88,76,0.0467521999912377,0.0
62,58,109,90,78,0.029910794252010212,0.0
62,59,104,91,77,0.014613556019536122,0.0
62,61,86,99,70,-0.014613556019536122,0.0
62,62,76,105,65,-0.029910794252010212,0.0
62,63,69,106,59,-0.0467521999912377,0.0
62,64,52,110,47,-0.06647615158762404,0.0
62,65,47,113,41,-0.09164721253127672,0.0
62,66,30,114,27,-0.1287068006749893,0.0
63,54,135,88,63,0.1308992675592447,-0.0214106195359553
63,55,130,86,67,0.0927510698353074,-0.01842431943322176
63,56,126,89,71,0.06712694158311132,-0.016733781794646463
63,57,119,88,68,0.04715256350368319,-0.015699044804238282
63,58,109,90,70,0.03014605954138166,-0.015067403328270003
63,59,106,93,68,0.014723162687942437,-0.014723162687942437
63,60,94,94,61,0.0,-0.014613556019536122
63,61,89,98,58,-0.014723162687942437,-0.014723162687942437
63,62,76,103,52,-0.03014605954138166,-0.015067403328270003
63,63,71,108,48,-0.04715256350368319,-0.015699044804238282
63,64,52,109,33,-0.06712694158311132,-0.016733781794646463
63,65,43,110,24,-0.0927510698353074,-0.01842431943322176
63,66,28,114,12,-0.1308992675592447,-0.0214106195359553
64,54,144,91,33,0.13826517935484947,-0.04511221032887475
64,55,141,91,38,0.09632405027258556,-0.03826297667586875
64,56,134,92,41,0.06920142621660752,-0.03451121964800863
64,57,129,92,40,0.048418578457614166,-0.032252644421814865
64,58,118,93,39,0.03088667636830605,-0.03088667636830605
64,59,113,94,35,0.015067403328270003,-0.03014605954138166
64,60,99,98,26,0.0,-0.029910794252010212
64,61,92,99,22,-0.015067403328270003,-0.03014605954138166
64,62,79,105,16,-0.03088667636830605,-0.03088667636830605
64,63,72,106,14,-0.048418578457614166,-0.032252644421814865
64,64,58,111,7,-0.06920142621660752,-0.03451121964800863
64,65,48,113,2,-0.09632405027258556,-0.03826297667586875
64,66,36,120,0,-0.13826517935484947,-0.04511221032887475
65,55,138,87,21,0.10335206051617353,-0.061575680566778264
65,56,129,86,24,0.07313727383716523,-0.05474926718086332
65,57,124,87,23,0.05077710678338576,-0.05077710678338576
65,58,114,89,25,0.032252644421814865,-0.048418578457614166
65,59,110,89,20,0.015699044804238282,-0.04715256350368319
65,60,98,95,14,0.0,-0.0467521999912377
65,61,92,98,12,-0.015699044804238282,-0.04715256350368319
65,62,80,103,7,-0.032252644421814865,-0.048418578457614166
65,63,71,105,5,-0.05077710678338576,-0.05077710678338576
65,64,61,113,3,-0.07313727383716523,-0.05474926718086332
65,65,53,117,1,-0.10335206051617353,-0.061575680566778264
66,56,134,90,0,0.08000000000000003,-0.08000000000000003
66,57,129,91,0,0.05474926718086332,-0.07313727383716523
66,58,121,95,0,0.03451121964800863,-0.06920142621660752
66,59,117,96,0,0.016733781794646463,-0.06712694158311132
66,60,104,100,0,0.0,-0.06647615158762404
66,61,99,105,0,-0.016733781794646463,-0.06712694158311132
66,62,87,109,0,-0.03451121964800863,-0.06920142621660752
66,63,81,115,0,-0.05474926718086332,-0.07313727383716523
66,64,68,120,0,-0.08000000000000003,-0.08000000000000003
67,57,133,94,0,0.061575680566778264,-0.10335206051617353
67,58,123,95,0,0.03826297667586875,-0.09632405027258556
67,59,119,99,0,0.01842431943322176,-0.0927510698353074
67,60,107,103,0,0.0,-0.09164721253127672
67,61,104,109,0,-0.01842431943322176,-0.0927510698353074
67,62,91,113,0,-0.03826297667586875,-0.09632405027258556
67,63,86,117,0,-0.061575680566778264,-0.10335206051617353
68,58,128,102,0,0.04511221032887475,-0.13826517935484947
68,59,124,104,0,0.0214106195359553,-0.1308992675592447
68,60,116,108,0,0.0,-0.1287068006749893
68,61,108,111,0,-0.0214106195359553,-0.1308992675592447
68,62,94,117,0,-0.04511221032887475,-0.13826517935484947
46,78,61,54,120,0.04511221032887475,0.13826517935484947
46,79,61,57,123,0.0214106195359553,0.1308992675592447
46,80,58,56,123,0.0,0.1287068006749893
46,81,53,56,122,-0.0214106195359553,0.1308992675592447
46,82,44,52,113,-0.04511221032887475,0.13826517935484947
47,77,67,51,124,0.061575680566778264,0.10335206051617353
47,78,63,49,124,0.03826297667586875,0.09632405027258556
47,79,61,52,126,0.01842431943322176,0.0927510698353074
47,80,58,53,126,0.0,0.09164721253127672
47,81,56,57,128,-0.01842431943322176,0.0927510698353074
47,82,50,55,121,-0.03826297667586875,0.09632405027258556
47,83,44,56,116,-0.061575680566778264,0.10335206051617353
48,76,72,52,120,0.08000000000000003,0.08000000000000003
48,77,70,52,122,0.05474926718086332,0.07313727383716523
48,78,66,50,121,0.03451121964800863,0.06920142621660752
48,79,62,51,122,0.016733781794646463,0.06712694158311132
48,80,62,54,125,0.0,0.06647615158762404
48,81,58,56,122,-0.016733781794646463,0.06712694158311132
48,82,58,60,120,-0.03451121964800863,0.06920142621660752
48,83,51,67,115,-0.05474926718086332,0.07313727383716523
48,84,48,70,113,-0.08000000000000003,0.08000000000000003
49,75,75,55,115,0.10335206051617353,0.061575680566778264
49,76,75,55,118,0.07313727383716523,0.05474926718086332
49,77,72,54,119,0.05077710678338576,0.05077710678338576
49,78,70,53,120,0.032252644421814865,0.048418578457614166
49,79,67,54,120,0.015699044804238282,0.04715256350368319
49,80,65,56,122,0.0,0.0467521999912377
49,81,61,58,119,-0.015699044804238282,0.04715256350368319
49,82,61,65,119,-0.032252644421814865,0.048418578457614166
49,83,56,77,114,-0.05077710678338576,0.05077710678338576
49,84,56,83,114,-0.07313727383716523,0.05474926718086332
49,85,48,87,102,-0.10335206051617353,0.061575680566778264
50,74,80,58,107,0.13826517935484947,0.04511221032887475
50,75,79,57,108,0.09632405027258556,0.03826297667586875
50,76,82,57,110,0.06920142621660752,0.03451121964800863
50,77,81,58,113,0.048418578457614166,0.032252644421814865
50,78,77,58,112,0.03088667636830605,0.03088667636830605
50,79,74,59,113,0.015067403328270003,0.03014605954138166
50,80,70,62,114,0.0,0.029910794252010212
50,81,68,68,114,-0.015067403328270003,0.03014605954138166
50,82,67,75,112,-0.03088667636830605,0.03088667636830605
50,83,61,86,103,-0.048418578457614166,0.032252644421814865
50,84,58,89,99,-0.06920142621660752,0.03451121964800863
50,85,54,94,92,-0.09632405027258556,0.03826297667586875
50,86,46,94,88,-0.13826517935484947,0.04511221032887475
51,74,82,60,106,0.1308992675592447,0.0214106195359553
51,75,82,60,107,0.0927510698353074,0.01842431943322176
51,76,83,59,112,0.06712694158311132,0.016733781794646463
51,77,82,60,113,0.04715256350368319,0.015699044804238282
51,78,79,60,111,0.03014605954138166,0.015067403328270003
51,79,76,62,110,0.014723162687942437,0.014723162687942437
51,80,74,68,110,0.0,0.014613556019536122
51,81,72,76,109,-0.014723162687942437,0.014723162687942437
51,82,69,82,105,-0.03014605954138166,0.015067403328270003
51,83,63,90,97,-0.04715256350368319,0.015699044804238282
51,84,62,92,94,-0.06712694158311132,0.016733781794646463
51,85,58,98,87,-0.0927510698353074,0.01842431943322176
51,86,49,95,82,-0.1308992675592447,0.0214106195359553
52,74,85,64,98,0.1287068006749893,0.0
52,75,87,65,102,0.09164721253127672,0.0
52,76,85,62,101,0.06647615158762404,0.0
52,77,84,62,99,0.0467521999912377,0.0
52,78,83,63,101,0.029910794252010212,0.0
52,79,81,68,103,0.014613556019536122,0.0
52,81,77,83,101,-0.014613556019536122,0.0
52,82,74,89,95,-0.029910794252010212,0.0
52,83,66,95,83,-0.0467521999912377,0.0
52,84,63,99,79,-0.06647615158762404,0.0
52,85,56,99,73,-0.09164721253127672,0.0
52,86,53,103,71,-0.1287068006749893,0.0
53,74,88,66,96,0.1308992675592447,-0.0214106195359553
53,75,89,66,98,0.0927510698353074,-0.01842431943322176
53,76,88,63,97,0.06712694158311132,-0.016733781794646463
53,77,85,62,95,0.04715256350368319,-0.015699044804238282
53,78,85,65,96,0.03014605954138166,-0.015067403328270003
53,79,85,72,98,0.014723162687942437,-0.014723162687942437
53,80,84,79,97,0.0,-0.014613556019536122
53,81,79,86,93,-0.014723162687942437,-0.014723162687942437
53,82,77,90,89,-0.03014605954138166,-0.015067403328270003
53,83,66,96,75,-0.04715256350368319,-0.015699044804238282
53,84,62,101,71,-0.06712694158311132,-0.016733781794646463
53,85,54,100,64,-0.0927510698353074,-0.01842431943322176
53,86,47,104,52,-0.1308992675592447,-0.0214106195359553
54,74,90,69,82,0.13826517935484947,-0.04511221032887475
54,75,92,69,83,0.09632405027258556,-0.03826297667586875
54,76,91,68,82,0.06920142621660752,-0.03451121964800863
54,77,89,69,80,0.048418578457614166,-0.032252644421814865
54,78,88,71,81,0.03088667636830605,-0.03088667636830605
54,79,88,78,81,0.015067403328270003,-0.03014605954138166
54,80,85,83,79,0.0,-0.029910794252010212
54,81,82,89,75,-0.015067403328270003,-0.03014605954138166
54,82,80,95,70,-0.03088667636830605,-0.03088667636830605
54,83,70,100,55,-0.048418578457614166,-0.032252644421814865
54,84,64,105,47,-0.06920142621660752,-0.03451121964800863
54,85,52,105,37,-0.09632405027258556,-0.03826297667586875
54,86,45,111,22,-0.13826517935484947,-0.04511221032887475
55,75,91,68,80,0.10335206051617353,-0.061575680566778264
55,76,93,69,79,0.07313727383716523,-0.05474926718086332
55,77,91,70,76,0.05077710678338576,-0.05077710678338576
55,78,91,73,78,0.032252644421814865,-0.048418578457614166
55,79,89,80,78,0.015699044804238282,-0.04715256350368319
55,80,86,84,74,0.0,-0.0467521999912377
55,81,81,90,66,-0.015699044804238282,-0.04715256350368319
55,82,78,95,56,-0.032252644421814865,-0.048418578457614166
55,83,69,100,40,-0.05077710678338576,-0.05077710678338576
55,84,60,102,26,-0.07313727383716523,-0.05474926718086332
55,85,51,108,18,-0.10335206051617353,-0.061575680566778264
56,76,89,73,51,0.08000000000000003,-0.08000000000000003
56,77,91,76,53,0.05474926718086332,-0.07313727383716523
56,78,91,80,56,0.03451121964800863,-0.06920142621660752
56,79,87,85,51,0.016733781794646463,-0.06712694158311132
56,80,84,90,44,0.0,-0.06647615158762404
56,81,78,95,35,-0.016733781794646463,-0.06712694158311132
56,82,75,99,27,-0.03451121964800863,-0.06920142621660752
56,83,63,102,16,-0.05474926718086332,-0.07313727383716523
56,84,57,107,11,-0.08000000000000003,-0.08000000000000003
57,77,85,72,36,0.061575680566778264,-0.10335206051617353
57,78,87,78,38,0.03826297667586875,-0.09632405027258556
57,79,83,82,32,0.01842431943322176,-0.0927510698353074
57,80,78,86,24,0.0,-0.09164721253127672
57,81,75,95,21,-0.01842431943322176,-0.0927510698353074
57,82,73,99,16,-0.03826297667586875,-0.09632405027258556
57,83,67,108,13,-0.061575680566778264,-0.10335206051617353
58,78,85,80,6,0.04511221032887475,-0.13826517935484947
58,79,82,86,5,0.0214106195359553,-0.1308992675592447
58,80,79,92,4,0.0,-0.1287068006749893
58,81,76,100,2,-0.0214106195359553,-0.1308992675592447
58,82,75,106,2,-0.04511221032887475,-0.13826517935484947
39,70,58,48,164,0.04511221032887475,0.13826517935484947
39,71,53,46,163,0.0214106195359553,0.1308992675592447
39,72,52,48,166,0.0,0.1287068006749893
39,73,48,50,165,-0.0214106195359553,0.1308992675592447
39,74,46,52,162,-0.04511221032887475,0.13826517935484947
40,69,67,53,156,0.061575680566778264,0.10335206051617353
40,70,62,53,158,0.03826297667586875,0.09632405027258556
40,71,57,52,157,0.01842431943322176,0.0927510698353074
40,72,53,53,157,0.0,0.09164721253127672
40,73,51,57,155,-0.01842431943322176,0.0927510698353074
40,74,52,63,156,-0.03826297667586875,0.09632405027258556
40,75,49,71,152,-0.061575680566778264,0.10335206051617353
41,68,74,56,153,0.08000000000000003,0.08000000000000003
41,69,73,58,153,0.05474926718086332,0.07313727383716523
41,70,66,57,150,0.03451121964800863,0.06920142621660752
41,71,62,59,148,0.016733781794646463,0.06712694158311132
41,72,59,66,148,0.0,0.06647615158762404
41,73,58,72,147,-0.016733781794646463,0.06712694158311132
41,74,55,75,143,-0.03451121964800863,0.06920142621660752
41,75,50,81,138,-0.05474926718086332,0.07313727383716523
41,76,46,87,134,-0.08000000000000003,0.08000000000000003
42,67,79,58,144,0.10335206051617353,0.061575680566778264
42,68,80,58,147,0.07313727383716523,0.05474926718086332
42,69,75,58,144,0.05077710678338576,0.05077710678338576
42,70,71,60,145,0.032252644421814865,0.048418578457614166
42,71,72,68,147,0.015699044804238282,0.04715256350368319
42,72,68,74,146,0.0,0.0467521999912377
42,73,64,80,143,-0.015699044804238282,0.04715256350368319
42,74,62,85,139,-0.032252644421814865,0.048418578457614166
42,75,55,89,130,-0.05077710678338576,0.05077710678338576
42,76,49,94,124,-0.07313727383716523,0.05474926718086332
42,77,44,98,116,-0.10335206051617353,0.061575680566778264
43,66,87,62,142,0.13826517935484947,0.04511221032887475
43,67,85,61,141,0.09632405027258556,0.03826297667586875
43,68,82,61,141,0.06920142621660752,0.03451121964800863
43,69,78,61,139,0.048418578457614166,0.032252644421814865
43,70,76,65,141,0.03088667636830605,0.03088667636830605
43,71,76,72,141,0.015067403328270003,0.03014605954138166
43,72,72,79,140,0.0,0.029910794252010212
43,73,67,84,135,-0.015067403328270003,0.03014605954138166
43,74,63,87,130,-0.03088667636830605,0.03088667636830605
43,75,57,93,121,-0.048418578457614166,0.032252644421814865
43,76,51,98,114,-0.06920142621660752,0.03451121964800863
43,77,47,103,107,-0.09632405027258556,0.03826297667586875
43,78,41,107,100,-0.13826517935484947,0.04511221032887475
44,66,91,67,134,0.1308992675592447,0.0214106195359553
44,67,87,64,131,0.0927510698353074,0.01842431943322176
44,68,84,63,131,0.06712694158311132,0.016733781794646463
44,69,85,68,132,0.04715256350368319,0.015699044804238282
44,70,81,72,131,0.03014605954138166,0.015067403328270003
44,71,80,77,130,0.014723162687942437,0.014723162687942437
44,72,77,83,128,0.0,0.014613556019536122
44,73,71,88,120,-0.014723162687942437,0.014723162687942437
44,74,66,93,114,-0.03014605954138166,0.015067403328270003
44,75,60,98,106,-0.04715256350368319,0.015699044804238282
44,76,56,104,99,-0.06712694158311132,0.016733781794646463
44,77,48,108,89,-0.0927510698353074,0.01842431943322176
44,78,43,111,83,-0.1308992675592447,0.0214106195359553
45,66,92,69,128,0.1287068006749893,0.0
45,67,88,65,126,0.09164721253127672,0.0
45,68,89,66,127,0.06647615158762404,0.0
45,69,89,71,127,0.0467521999912377,0.0
45,70,85,75,125,0.029910794252010212,0.0
45,71,85,81,124,0.014613556019536122,0.0
45,73,74,90,112,-0.014613556019536122,0.0
45,74,67,96,102,-0.029910794252010212,0.0
45,75,64,104,95,-0.0467521999912377,0.0
45,76,58,107,87,-0.06647615158762404,0.0
45,77,50,110,76,-0.09164721253127672,0.0
45,78,45,114,70,-0.1287068006749893,0.0
46,66,95,71,110,0.1308992675592447,-0.0214106195359553
46,67,92,69,110,0.0927510698353074,-0.01842431943322176
46,68,92,71,112,0.06712694158311132,-0.016733781794646463
46,69,91,76,110,0.04715256350368319,-0.015699044804238282
46,70,90,82,108,0.03014605954138166,-0.015067403328270003
46,71,88,88,106,0.014723162687942437,-0.014723162687942437
46,72,83,92,101,0.0,-0.014613556019536122
46,73,77,95,95,-0.014723162687942437,-0.014723162687942437
46,74,71,101,87,-0.03014605954138166,-0.015067403328270003
46,75,64,105,78,-0.04715256350368319,-0.015699044804238282
46,76,56,110,69,-0.06712694158311132,-0.016733781794646463
46,77,47,113,57,-0.0927510698353074,-0.01842431943322176
46,78,41,116,47,-0.1308992675592447,-0.0214106195359553
47,66,94,70,103,0.13826517935484947,-0.04511221032887475
47,67,93,70,104,0.09632405027258556,-0.03826297667586875
47,68,95,74,104,0.06920142621660752,-0.03451121964800863
47,69,93,78,100,0.048418578457614166,-0.032252644421814865
47,70,91,85,97,0.03088667636830605,-0.03088667636830605
47,71,89,88,93,0.015067403328270003,-0.03014605954138166
47,72,84,93,88,0.0,-0.029910794252010212
47,73,80,98,83,-0.015067403328270003,-0.03014605954138166
47,74,72,102,73,-0.03088667636830605,-0.03088667636830605
47,75,63,104,63,-0.048418578457614166,-0.032252644421814865
47,76,53,107,50,-0.06920142621660752,-0.03451121964800863
47,77,42,109,36,-0.09632405027258556,-0.03826297667586875
47,78,34,112,25,-0.13826517935484947,-0.04511221032887475
48,67,97,75,80,0.10335206051617353,-0.061575680566778264
48,68,95,79,80,0.07313727383716523,-0.05474926718086332
48,69,95,83,78,0.05077710678338576,-0.05077710678338576
48,70,92,88,75,0.032252644421814865,-0.048418578457614166
48,71,90,92,72,0.015699044804238282,-0.04715256350368319
48,72,83,96,64,0.0,-0.0467521999912377
48,73,79,100,56,-0.015699044804238282,-0.04715256350368319
48,74,70,103,43,-0.032252644421814865,-0.048418578457614166
48,75,59,104,30,-0.05077710678338576,-0.05077710678338576
48,76,49,108,18,-0.07313727383716523,-0.05474926718086332
48,77,41,112,11,-0.10335206051617353,-0.061575680566778264
49,68,96,78,70,0.08000000000000003,-0.08000000000000003
49,69,96,83,66,0.05474926718086332,-0.07313727383716523
49,70,91,86,61,0.03451121964800863,-0.06920142621660752
49,71,89,89,55,0.016733781794646463,-0.06712694158311132
49,72,80,91,45,0.0,-0.06647615158762404
49,73,74,95,35,-0.016733781794646463,-0.06712694158311132
49,74,67,101,22,-0.03451121964800863,-0.06920142621660752
49,75,59,105,15,-0.05474926718086332,-0.07313727383716523
49,76,50,111,10,-0.08000000000000003,-0.08000000000000003
50,69,92,83,27,0.061575680566778264,-0.10335206051617353
50,70,88,87,21,0.03826297667586875,-0.09632405027258556
50,71,85,90,15,0.01842431943322176,-0.0927510698353074
50,72,78,96,10,0.0,-0.09164721253127672
50,73,74,101,7,-0.01842431943322176,-0.0927510698353074
50,74,70,108,4,-0.03826297667586875,-0.09632405027258556
50,75,64,114,3,-0.061575680566778264,-0.10335206051617353
51,70,90,89,7,0.04511221032887475,-0.13826517935484947
